User_ID,Age,Gender,Location,Device_Type,Ad_Platform,Viewing_Hours,Clicks,Purchase_Made,Income,Ad_Spent,Demographic_Group,Frequency,Engagement_Score
2800,25,Male,Urban,Tablet,Digital,1.6427542551788155,1,No,35607.69281478938,280.70701927941167,A,3,66.41011803537148
2801,25,Male,Suburban,Desktop,Streaming,7.1174052762791815,2,No,77131.68041948593,168.9822595869654,B,16,92.63218171305428
2802,40,Other,Urban,Mobile,Social Media,2.7749465756517044,6,No,67005.26455650534,453.3779476057361,C,3,56.45496883794069
2803,42,Female,Urban,Mobile,Social Media,6.246549341689715,1,No,27765.932446631217,781.7341650938698,C,5,41.02121590931694
2804,19,Female,Urban,Desktop,Streaming,3.2258974250719175,2,No,46706.66793637746,455.81581091289473,A,17,65.63131977186084
2805,36,Male,Rural,Mobile,Digital,5.062363306099219,1,No,73945.87059000257,750.3664608400946,C,16,24.70244394132032
2806,60,Other,Suburban,Tablet,Streaming,3.3705280340439145,3,No,91905.96552853614,798.7856085549846,A,4,87.98753896614267
2807,47,Female,Urban,Tablet,Streaming,4.117584817656629,2,Yes,90801.79954299901,141.31877116309198,B,1,61.612873706817396
2808,52,Female,Suburban,Desktop,Digital,7.320665195251462,1,No,47594.92027285801,455.84909208786803,B,18,48.49195925194806
2809,36,Other,Rural,Desktop,Digital,8.838249068279048,2,Yes,50008.636723381685,989.4684726703396,B,9,19.13245529205623
2810,40,Other,Urban,Desktop,Social Media,5.087457298166836,0,No,112418.88638503938,123.6665036982289,A,9,1.2499359444626323
2811,27,Female,Suburban,Desktop,Social Media,6.1025106173192185,3,No,64369.025158079356,905.4509175055725,C,8,18.28650139597119
2812,48,Other,Rural,Mobile,Digital,8.64409824680142,2,Yes,44613.94586401728,205.2184781696968,B,13,77.65008792257795
2813,55,Other,Urban,Mobile,TV,1.4322240108958484,0,No,78917.88824033689,649.4666488832974,A,2,43.15954944820329
2814,33,Other,Urban,Mobile,Social Media,1.6219798375381511,1,No,84120.47623698262,954.7756833508561,A,5,80.41833439028721
2815,52,Female,Suburban,Tablet,Digital,3.5923695425490654,3,No,45913.17191974085,654.3553855206424,C,19,23.997173835589113
2816,23,Male,Suburban,Tablet,Digital,3.090682806348396,1,Yes,80740.8360156602,271.1205569484049,B,19,14.497894282808655
2817,62,Other,Urban,Desktop,TV,9.863736962769975,1,No,117271.86398710607,286.7133612362211,A,2,20.800297485816355
2818,47,Female,Urban,Desktop,Streaming,5.640919749818121,3,Yes,42194.188644642374,127.1405169153027,A,18,73.84752035761957
2819,47,Male,Rural,Mobile,Digital,5.23906627959043,1,No,66622.85478367671,420.21927181893017,A,16,62.67366885066248
2820,29,Female,Rural,Mobile,TV,5.787186397699595,1,Yes,33174.63645294312,626.2909499475087,C,12,85.33907022965009
2821,33,Female,Urban,Mobile,TV,8.751543752018577,3,Yes,47967.190344716044,829.2871867244933,A,17,56.78456570907379
2822,18,Female,Suburban,Desktop,Social Media,2.4354776883027673,4,No,76187.38944062102,624.4472098705396,B,7,62.40639516655894
2823,60,Male,Suburban,Mobile,Digital,5.109672790432325,0,No,146677.87395587977,920.8562003714948,D,6,36.384564268174714
2824,20,Female,Urban,Desktop,Social Media,2.709631927955746,2,Yes,110868.34214141044,722.278163292807,C,4,69.41871065061655
2825,52,Male,Rural,Desktop,Streaming,7.805763109689263,2,No,141100.7524375221,597.6268387838991,C,14,36.65098772885646
2826,40,Other,Urban,Tablet,Streaming,7.77115254902913,0,No,33607.537241280705,285.4400150259778,C,16,49.40006193199854
2827,46,Male,Suburban,Tablet,Social Media,9.574297186143546,2,No,142452.35479977424,806.6099776616264,B,13,6.744466346735123
2828,34,Female,Urban,Desktop,Social Media,4.46822059846618,3,Yes,86437.71163917595,372.66742910385415,A,1,32.37007341498489
2829,29,Male,Urban,Mobile,Digital,1.5865105202754537,0,No,56702.61677067428,388.79295282059326,D,1,12.761825006497752
2830,46,Female,Rural,Desktop,Digital,8.964108914420844,3,Yes,129821.19039154203,195.41977288942238,A,1,47.02140319348357
2831,24,Other,Suburban,Desktop,Digital,8.906026179691132,0,No,98175.71833197039,145.78882949581904,C,1,6.198121930058786
2832,48,Male,Suburban,Desktop,Streaming,2.346695402766966,2,No,31796.731825591185,509.74627850850214,A,12,35.59751766905544
2833,40,Other,Urban,Desktop,Social Media,2.7626981655099634,1,Yes,89588.88829484503,210.4473270417798,C,17,48.58925406907186
2834,60,Male,Suburban,Tablet,TV,3.134141072413519,2,No,103444.21701141926,404.7342638622254,D,19,55.15441148531033
2835,57,Female,Suburban,Tablet,Social Media,4.517500743392597,1,No,22309.553073713112,854.0149265558525,D,9,24.175451058157993
2836,60,Male,Suburban,Desktop,TV,8.2904318237918,1,No,91453.72989216767,396.52840967504943,B,18,4.7797700033100465
2837,39,Other,Suburban,Tablet,Digital,1.4436989053491067,3,No,67215.38000258683,658.4758417943164,C,15,0.49212341881247346
2838,46,Male,Rural,Tablet,Digital,7.003909340653567,0,No,79391.17954780551,865.8556917507724,B,10,20.194021932847306
2839,43,Other,Rural,Mobile,Social Media,3.528002185515472,3,No,34163.2449615058,234.24480019396185,C,2,48.60933074846532
2840,47,Other,Rural,Tablet,TV,1.9566315891338892,2,Yes,85374.29489753395,951.9105387386458,A,16,35.8970202654658
2841,61,Female,Rural,Tablet,Streaming,3.384384700071623,1,Yes,148014.25864441035,604.1858736096056,C,16,62.790324958753686
2842,62,Male,Rural,Desktop,Digital,5.332759414200744,2,No,115954.71852075336,762.0792350593155,B,14,31.20608194206679
2843,42,Other,Suburban,Tablet,Digital,9.214140285175008,4,No,140621.18683558644,872.361175004937,A,5,55.30832340890025
2844,65,Female,Urban,Tablet,Social Media,6.282686240446038,1,No,56074.39183249506,801.1438597863937,A,5,86.20637581056245
2845,29,Female,Urban,Tablet,Social Media,6.070811296554162,3,No,69722.6231665668,317.0448926680891,D,16,51.37347725106628
2846,46,Female,Rural,Desktop,Streaming,1.0874103685700265,1,No,104371.88754897956,325.9720360228409,C,16,55.56871209891606
2847,30,Other,Suburban,Desktop,Social Media,0.79800972013372,2,No,116151.7925908456,260.57502725390395,C,19,63.907460095187595
2848,64,Male,Rural,Tablet,Streaming,1.2946359681055108,1,No,59531.536156581635,275.70755030177867,D,6,28.666431413393767
2849,24,Other,Urban,Desktop,TV,0.9554563986446474,2,Yes,65186.97640733258,824.0947595933973,A,11,73.5037048349392
2850,22,Female,Suburban,Desktop,Streaming,5.763644350708404,0,No,37123.57911853379,604.352211649922,D,2,76.72602728467906
2851,30,Other,Suburban,Mobile,TV,4.526152496286225,2,No,108231.8961797809,215.81081785711643,C,16,16.145500426822167
2852,57,Other,Suburban,Tablet,Digital,0.04992117897975157,1,No,65307.226115402664,378.10887173729515,C,11,56.828026433708544
2853,52,Female,Urban,Mobile,Social Media,3.5106665281864933,3,No,38030.622522506135,169.59863003023048,C,15,44.2960885087959
2854,28,Male,Urban,Tablet,Digital,1.2736415169686444,0,No,102418.27733074939,844.9976448418635,C,15,11.26584196082977
2855,63,Female,Rural,Tablet,Streaming,9.881194982436654,0,Yes,21620.88347380275,653.8438117761983,C,11,93.64825869471105
2856,33,Female,Rural,Mobile,Streaming,4.601575592317539,1,Yes,143509.76060568838,247.98047147437987,A,17,30.99384655052585
2857,64,Other,Urban,Mobile,Streaming,4.261266387715269,0,No,103334.2621754106,853.4659110430032,C,8,46.46316474733886
2858,21,Female,Rural,Tablet,TV,6.441743318670474,1,No,99020.33013667661,907.2809290552372,C,18,36.53985680020239
2859,52,Other,Urban,Mobile,Digital,3.570935035372277,2,No,104126.19715360155,734.9271096512504,B,7,73.70059338502185
2860,25,Female,Suburban,Mobile,Digital,7.155146279627288,1,No,61150.71835044,547.8607651753628,A,7,62.738665195780676
2861,45,Female,Rural,Desktop,Streaming,9.047937838092041,0,No,50317.76892519925,795.1234556725162,B,19,64.53435136805982
2862,50,Male,Urban,Tablet,Social Media,4.988972865819247,1,No,89784.797763009,444.9568244756888,B,19,5.0066805962822425
2863,21,Female,Urban,Desktop,Digital,3.82923021454007,1,No,142727.7544435452,502.56913825424346,A,13,97.60035908881706
2864,37,Male,Urban,Tablet,Social Media,5.2189684370793845,1,No,56538.52415442174,486.54711553386454,C,18,28.179448311649256
2865,43,Female,Rural,Desktop,Digital,6.035526953288071,2,No,113132.17432347452,977.5425536612215,A,13,14.224787986886788
2866,63,Female,Rural,Tablet,Streaming,8.477026050376995,0,No,146524.14010454898,397.322471535514,A,16,22.61933003657548
2867,49,Female,Suburban,Desktop,Streaming,3.944794513490457,3,No,91419.72698332672,546.8810905827461,D,3,70.94049783763676
2868,64,Male,Rural,Tablet,Digital,0.5143147090024514,0,No,79618.2135310737,897.6198750156304,D,13,97.04032364165104
2869,56,Other,Rural,Desktop,TV,6.307338234164975,1,Yes,117250.45983330687,176.90988955381857,B,4,28.30763109768378
2870,58,Male,Rural,Mobile,TV,9.868782291201708,2,No,38380.139841985394,360.71552668632563,A,2,26.158184964218435
2871,47,Female,Suburban,Tablet,Digital,8.542367294246873,3,No,24301.831798215837,775.966922974485,A,1,94.6947923273013
2872,47,Other,Suburban,Mobile,Streaming,7.582559802528305,3,No,65741.80576984407,764.5401764766409,D,19,61.681345357422465
2873,51,Female,Suburban,Desktop,Digital,1.7650198701515962,1,No,128840.31067387194,601.2417395865573,A,9,54.748107789338526
2874,41,Male,Rural,Tablet,Social Media,7.486192190078177,1,Yes,30077.600242616132,725.1704896555666,A,12,28.16518503673383
2875,32,Male,Urban,Desktop,Streaming,0.8147659857560419,1,No,96841.67333557982,355.24464736555785,B,17,53.450799434576346
2876,25,Other,Rural,Desktop,TV,4.939179716049006,3,No,26697.057625495585,683.3105912696418,C,9,0.8950421990806201
2877,64,Male,Suburban,Mobile,TV,3.7089975049320745,2,Yes,85126.07326048391,142.7387630454759,A,8,55.7982634348554
2878,52,Female,Rural,Tablet,Digital,9.052863327219601,1,No,36908.98133106149,987.0384015881735,C,16,47.85766120840997
2879,35,Other,Rural,Desktop,Social Media,1.5983574920420207,1,Yes,98985.11070863545,676.2630016280916,A,17,59.985367472921716
2880,28,Female,Urban,Mobile,Streaming,7.888850035542413,3,Yes,60323.27493048878,261.41219268835965,D,3,74.28752556967767
2881,,Other,Urban,Mobile,TV,0.4851190189417953,2,No,68187.66828923216,749.2003040711799,D,6,17.69212802491289
2882,37,Other,Rural,Mobile,Digital,7.017547604723594,3,No,28184.778435807944,675.3806392374175,B,2,17.822016638473237
2883,62,Female,Suburban,Mobile,Digital,2.9377820644805173,2,No,120885.68358782528,967.8495618901477,A,16,44.53043362756185
2884,51,Male,Rural,Desktop,Streaming,9.759134228945323,2,Yes,98344.9321125319,360.04487165287344,D,5,73.5365627872519
2885,37,Female,Rural,Desktop,Digital,6.717434399593621,3,No,95604.48178201258,150.71617861336333,D,8,16.475902057441573
2886,26,Male,Rural,Desktop,Digital,3.0890548121502306,1,Yes,105551.60442764586,264.9730835804557,C,3,42.08982800414592
2887,52,Male,Suburban,Tablet,Digital,2.355210242356071,5,No,106287.29491611854,476.8906796442014,B,1,55.926322471660406
2888,56,Female,Suburban,Tablet,TV,6.39308776881164,1,No,65797.79246708742,313.76904308098153,D,10,54.113005319528284
2889,30,Other,Suburban,Mobile,TV,2.727304448521174,2,No,55682.63497606624,768.9467021709432,C,19,87.4274397176546
2890,53,Female,Suburban,Desktop,Social Media,1.8680535245335061,6,No,58677.096732185564,142.77247969578613,C,8,35.15816129943495
2891,52,Other,Suburban,Mobile,Streaming,6.476697057301934,1,No,125477.44913167789,215.76245027623338,D,7,17.454276381671907
2892,53,Male,Rural,Desktop,Streaming,7.242870446376547,3,No,42034.47307528078,377.77158100258015,C,5,21.93549033294876
2893,47,Other,Suburban,Tablet,Streaming,2.3802830676379583,1,No,83279.37100936091,604.2398935046004,D,12,83.52934195237923
2894,57,Female,Rural,Mobile,Streaming,5.358724663851586,7,No,101335.49635742349,362.6401284411366,A,16,49.72548290880241
2895,37,Other,Rural,Desktop,Digital,6.636295493808568,2,No,87112.07070788639,605.5329181632687,C,10,41.149741659484505
2896,29,Male,Rural,Desktop,Streaming,9.419167115260269,3,No,91934.82817373003,380.33052201487936,A,18,69.39392509875839
2897,59,Male,Urban,Desktop,Social Media,8.034332938842297,2,No,129075.9913373988,783.9990204292465,A,8,46.054081194441764
2898,38,Other,Suburban,Mobile,Streaming,4.208148502477037,4,No,62821.87205035133,767.4180142896398,C,16,99.87847957617085
2899,60,Male,Suburban,Tablet,Streaming,8.444073438001688,1,No,64961.17828366419,811.1411934210889,B,2,42.668488133218695
2900,,Male,Rural,Desktop,Digital,4.416939871476691,5,No,41561.72092265631,961.0037893352247,B,2,37.22536847007368
2901,42,Other,Urban,Mobile,Digital,1.3012665249225452,3,Yes,117539.87373027482,843.254235529163,A,14,89.1730711375708
2902,30,Male,Suburban,Desktop,Digital,3.4110045073051163,2,Yes,46948.45318320352,846.0542558155855,A,14,12.137299223751874
2903,32,Other,Rural,Mobile,Social Media,8.047240106484157,1,No,87569.54420859141,442.9525164418914,B,10,7.647001724573521
2904,52,Other,Urban,Tablet,Digital,9.558047768625114,4,No,131040.52021136935,380.04037596967555,C,10,47.04304731123051
2905,56,Male,Rural,Desktop,Streaming,9.835837545902004,2,Yes,32759.310579889912,299.62913648537875,B,11,98.96320466065141
2906,32,Other,Urban,Mobile,Social Media,6.390949922720419,2,No,41907.765170773186,499.300968025596,B,12,35.715148522809805
2907,44,Male,Rural,Desktop,TV,4.7834195737710505,4,Yes,43853.66159439995,438.68580817193435,D,10,69.49355727570378
2908,46,Male,Suburban,Mobile,Digital,1.620570641193424,1,Yes,37469.271814241874,299.1866310206509,B,15,48.736974950424994
2909,51,Male,Rural,Tablet,Social Media,1.0252430729720485,3,No,142834.81270494504,101.61657324000736,D,7,71.49224576020626
2910,36,Female,Rural,Tablet,TV,5.185022056673291,2,No,116193.83204321802,510.0480846443395,A,11,34.184762808310154
2911,49,Male,Urban,Mobile,Digital,7.277790851215245,0,No,79146.12758219856,982.5169645976516,B,14,90.11945771888405
2912,20,Other,Urban,Tablet,TV,3.239220628754995,1,No,58693.47365529952,756.9663473623939,D,11,9.507864524064436
2913,59,Other,Suburban,Desktop,Digital,6.746767278561449,3,No,34974.73376570928,945.6330363493748,C,14,80.59336534192104
2914,62,Other,Rural,Tablet,Social Media,5.708103992409219,2,No,23077.778246341746,550.2859955707329,C,11,7.922766437500517
2915,45,Female,Urban,Desktop,Digital,9.40748861716054,3,No,104491.70240559144,987.9550457154929,B,7,99.09517360120141
2916,21,Female,Suburban,Tablet,Digital,2.095569314969553,4,No,85658.54863709435,279.2590080495123,A,12,19.312052327064897
2917,38,Other,Suburban,Tablet,Social Media,5.910584667279588,1,No,97016.14632338099,597.3934444563579,D,17,38.14401918138599
2918,59,Other,Urban,Desktop,Social Media,4.137969066139209,5,Yes,41771.58160477888,334.421299759769,A,7,39.707364886730886
2919,,Female,Urban,Tablet,Streaming,2.6157554974788075,1,No,96535.46335335169,305.8397045946431,C,13,97.47103209263312
2920,51,Other,Rural,Desktop,Streaming,3.572922947354824,2,Yes,46575.489115216646,942.0799056724948,A,18,2.1306225725735817
2921,25,Male,Suburban,Desktop,Social Media,2.9453495490459582,2,No,25333.799710483305,619.054048718232,C,9,26.222407545388727
2922,24,Male,Urban,Tablet,Digital,5.2764860531768685,2,No,133380.13326620025,175.17446298735314,D,4,57.90852307492549
2923,53,Other,Suburban,Tablet,TV,5.580543054432107,2,No,127556.02176313201,430.7826081671348,A,8,56.494994154266756
2924,19,Male,Rural,Desktop,Social Media,8.655400673354157,4,No,96548.74016650916,854.2417741449518,D,6,18.969097275770864
2925,48,Other,Urban,Mobile,TV,7.813058122993763,0,Yes,138926.81820030912,184.3420161137699,B,19,44.60439553211854
2926,40,Female,Suburban,Tablet,Streaming,3.0251522799383537,1,Yes,120391.31606041665,119.70401999699865,C,12,2.192450574830851
2927,63,Other,Urban,Tablet,Streaming,9.31325285635433,1,No,55685.79208370591,861.1717481806013,C,13,79.1375657439443
2928,20,Female,Rural,Mobile,Social Media,8.683527732215614,7,Yes,138909.85413651855,713.328046515354,C,19,13.197263486997457
2929,59,Male,Rural,Mobile,Social Media,6.258629630079118,1,No,70456.27188579895,163.10851417433628,C,2,16.591235727716658
2930,23,Male,Rural,Tablet,Digital,0.18628532683122367,2,No,147834.87046500208,265.355207366056,A,6,43.23541494228785
2931,59,Male,Rural,Tablet,Streaming,2.09136617259691,3,No,110695.86658096817,163.8157042617692,C,9,83.4775211394404
2932,28,Other,Urban,Tablet,Streaming,7.893192523870324,2,No,47084.73239200262,162.5206417888204,C,12,41.263028609954866
2933,55,Female,Urban,Mobile,Social Media,4.5376079786878645,3,No,71424.4727731164,910.079670703831,C,15,48.67859696332307
2934,45,Female,Suburban,Tablet,TV,1.259505178943754,3,No,106493.38890708795,778.2587499974777,A,5,3.9925029838774995
2935,57,Male,Suburban,Mobile,Digital,4.082596709578844,0,No,122491.33451836884,561.6523169932151,C,6,43.8529562846942
2936,55,Male,Urban,Mobile,Social Media,2.1190312382000256,3,No,94938.41844407562,387.08820451092964,A,18,92.00509314778402
2937,62,Female,Urban,Desktop,TV,8.925673969153372,4,No,116246.2549047677,650.2249614647272,B,10,5.630191441654853
2938,30,Other,Suburban,Mobile,Digital,8.89258404310639,4,No,82610.90941397048,357.0136443727272,C,11,33.82619626020191
2939,57,Male,Urban,Desktop,TV,3.8706218210866994,3,Yes,57074.59320100952,227.9802330801341,B,9,56.68819500117536
2940,34,Other,Rural,Mobile,Digital,1.3739350108707515,2,Yes,111618.52766441909,538.0925241216404,D,4,78.94839374994842
2941,55,Male,Rural,Mobile,Digital,3.5883123379825346,1,No,127204.98008497263,860.7494089395736,C,8,81.53439558884148
2942,57,Male,Rural,Desktop,Digital,1.287399649768376,1,Yes,61311.9577798727,716.2984818436275,B,11,4.637896754291249
2943,22,Other,Suburban,Desktop,Streaming,3.040459948374088,3,Yes,75581.56803521019,806.3816037250969,C,9,90.60732171459541
2944,56,Other,Urban,Desktop,Social Media,7.711815357190373,1,Yes,63916.17006939362,260.92667921547576,B,2,48.645492408085566
2945,52,Other,Suburban,Desktop,Streaming,2.919464388640133,5,No,38920.78114080744,965.4092726821522,A,9,2.3947181038640686
2946,55,Other,Suburban,Desktop,Streaming,5.442019413069592,0,No,119657.91414654245,167.87439904914282,C,6,50.36220997773724
2947,46,Female,Urban,Desktop,Digital,1.1887337188628555,3,No,86314.74144885737,559.354869324043,C,7,87.31677008213155
2948,38,Female,Suburban,Desktop,Social Media,3.4762544216582416,0,No,41061.19562267416,434.921774188751,C,4,20.2632902358288
2949,35,Male,Rural,Mobile,Social Media,0.39637667244255215,2,No,65015.6586454636,633.0320639823361,C,19,87.89720718338923
2950,28,Male,Urban,Mobile,Social Media,5.481682614645431,4,No,116296.96082295828,946.709809265389,D,6,56.18515911978348
2951,63,Male,Rural,Desktop,Social Media,3.4762318587393404,0,Yes,69204.88723506188,199.52649762144927,A,1,17.947558461970647
2952,49,Female,Rural,Tablet,Digital,8.720039132290406,1,No,29329.61443066135,218.86945114935213,B,12,50.201530794024016
2953,19,Other,Urban,Desktop,Social Media,3.9255260034527915,1,No,33708.75133628706,401.34899586976235,C,19,38.933232782185264
2954,45,Male,Rural,Tablet,TV,5.577751194810274,4,No,149754.38022172777,677.1136853368215,B,18,71.35872484532457
2955,33,Female,Rural,Mobile,TV,9.766441276826388,0,No,75634.87290998563,231.70911121424626,B,4,58.642180665257115
2956,24,Male,Rural,Mobile,Streaming,6.427059311846971,1,No,102695.90151544557,217.48727456772764,C,19,59.82059841009063
2957,34,Female,Urban,Tablet,Digital,5.004719947565762,2,No,100511.89077510082,812.5265149658949,A,4,54.79496993931414
2958,23,Other,Urban,Mobile,Streaming,0.9812472976198794,3,No,41593.43918236009,815.3480311707717,C,8,73.6412116145314
2959,63,Female,Urban,Desktop,Streaming,8.209642908671217,1,No,71869.51796621377,712.4859631131492,D,14,22.221772603281387
2960,53,Other,Suburban,Tablet,Social Media,6.423833387841212,3,No,112874.94045397351,469.4547231600603,C,1,61.54818433910094
2961,33,Male,Rural,Tablet,TV,1.0852431502912419,1,No,75217.48696665019,616.322245900727,D,2,24.781048378041604
2962,32,Other,Suburban,Mobile,TV,2.456691507759704,6,No,96605.86479436824,653.5183471803738,C,10,6.741389616236382
2963,53,Female,Suburban,Tablet,Social Media,5.3764746143753275,3,No,68214.83292025003,711.1925661256687,C,13,73.53256061019569
2964,20,Male,Rural,Tablet,Social Media,0.45062433310293915,2,No,54460.50698491016,310.2663575322635,D,7,24.79440274544784
2965,37,Male,Urban,Tablet,Digital,7.183100963849168,2,No,22435.128766169644,564.0610728708724,B,7,7.160150757845507
2966,58,Female,Suburban,Mobile,TV,2.277938444551424,3,Yes,75156.80689869972,998.3903322372867,A,1,19.66596199686761
2967,61,Other,Urban,Tablet,Streaming,4.897105744117355,1,No,71548.87812716849,258.33623453532647,B,15,99.28969067882534
2968,48,Female,Urban,Tablet,Streaming,2.416434089620143,1,No,79866.22754780846,169.7624451898331,B,17,83.63494730539418
2969,46,Other,Rural,Desktop,Digital,4.891869023749845,2,No,20848.48804620374,162.25997903077325,D,17,56.62569877135674
2970,40,Other,Suburban,Desktop,TV,1.8967900578328245,0,No,87257.05177504118,700.3361812891447,D,2,34.0013910780419
2971,53,Male,Suburban,Tablet,Social Media,5.939205992861164,0,No,35355.242485171475,833.2245485970615,D,9,34.14083089254404
2972,42,Other,Urban,Mobile,Streaming,9.104067274350358,2,No,84509.3399750331,313.58410391014974,B,12,35.732461130684
2973,19,Male,Rural,Tablet,TV,8.073359460591119,2,No,64469.780400009055,130.80315810323577,D,19,98.38375179758121
2974,64,Female,Suburban,Mobile,TV,2.415207639181467,1,No,25690.4523954994,743.2177370022968,C,13,75.55499884091967
2975,52,Female,Urban,Desktop,TV,4.981094856675976,0,No,41527.12416915453,772.6158224370519,A,19,35.244901581166744
2976,60,Male,Urban,Desktop,Social Media,4.2310841897800975,2,No,53542.7132045403,337.28183832409735,B,10,1.7560984950056202
2977,21,Male,Urban,Tablet,Streaming,9.654751193888906,1,No,50335.12157416538,113.4818988015324,D,7,26.3940435442679
2978,49,Other,Rural,Mobile,Social Media,7.988211273366334,1,No,98458.44437332454,819.5745027424001,B,12,20.776050451959737
2979,56,Male,Rural,Mobile,TV,1.0742866368197257,0,No,25738.551475779197,424.9096735663918,C,10,20.99289766137744
2980,50,Female,Urban,Mobile,TV,1.685524007134277,3,Yes,77693.32304852587,567.7776479619603,A,2,94.9586967183498
2981,19,Male,Urban,Tablet,Streaming,7.020283943327062,1,No,126135.53828493509,909.9808798764908,D,1,24.27488178750763
2982,39,Male,Rural,Mobile,Streaming,1.5985817563272653,3,No,57112.413117874734,285.0561361469932,D,15,16.224570033598496
2983,36,Male,Urban,Desktop,Social Media,9.504685495099645,2,No,98625.55868811613,217.25892055225412,D,3,83.16532526454297
2984,55,Other,Urban,Mobile,Social Media,9.92946849759872,0,No,139907.67385910894,623.8244346704134,C,2,81.99149483615376
2985,60,Male,Rural,Mobile,Social Media,7.783708662811611,1,No,122508.71994978526,699.4629333179512,C,14,43.14620476889524
2986,45,Other,Urban,Tablet,TV,0.26800239315407093,3,Yes,128080.21844753482,454.16615492231904,B,1,62.881119663624055
2987,52,Other,Urban,Tablet,Streaming,4.827267773499987,3,No,76935.26975526105,128.70061176288002,D,2,98.114957483134
2988,50,Male,Urban,Tablet,Digital,4.060795092998896,2,No,30876.77215357399,180.31047662799654,D,14,94.98955037781352
2989,62,Other,Rural,Tablet,Streaming,7.9953564165409645,0,No,83273.09724225996,340.81705544929895,D,19,27.125009110943388
2990,18,Male,Rural,Tablet,Streaming,2.8700832790443167,5,No,29475.57817113028,298.29485623793676,B,4,40.03823853062147
2991,46,Female,Rural,Mobile,Streaming,3.8612604317367816,0,Yes,84647.48050109803,383.44418949634,D,11,30.72893866546149
2992,43,Female,Suburban,Mobile,Digital,0.9350134560345424,2,No,84626.46662745168,584.8469048713819,C,5,19.585336901352257
2993,40,Other,Suburban,Tablet,Social Media,3.426360865510676,0,No,126230.52054231464,150.27405231502541,A,9,22.068214339677915
2994,29,Female,Suburban,Tablet,Digital,9.738538451490662,2,No,91039.46701664978,303.8033596577294,A,10,61.89902073087791
2995,65,Male,Suburban,Mobile,Streaming,9.421498540191555,2,No,33089.257098449685,820.0644629700951,D,15,54.374874581123045
2996,20,Other,Rural,Tablet,Streaming,7.502592061386752,2,No,79408.06253614464,251.53682637847479,C,9,81.97448380641138
2997,41,Male,Urban,Desktop,TV,9.072636555308552,0,No,115197.3163864943,369.33312183486856,C,6,38.016398213127204
2998,20,Other,Rural,Mobile,Streaming,2.1117050685449623,3,Yes,33566.115931928136,511.3452622148243,B,19,69.35003220307156
2999,45,Other,Suburban,Desktop,Digital,6.218318685327593,3,No,83705.68994586679,246.07105179303946,A,2,99.69546045505294
3000,45,Other,Rural,Mobile,Digital,4.9997223822491765,2,No,85628.96665488006,782.938045199312,D,6,44.622007502636905
3001,32,Other,Urban,Mobile,Digital,4.226900403678088,3,Yes,141037.49031473917,125.22376944887509,D,3,59.02153789783714
3002,47,Female,Suburban,Mobile,Social Media,3.248351369597583,3,No,121033.62068268898,485.6421025311298,A,8,68.19814350050223
3003,39,Female,Urban,Mobile,TV,8.66319592006087,1,No,51777.48446967201,592.0800696268157,A,1,62.56625003847759
3004,23,Female,Urban,Mobile,Social Media,4.845051889928417,1,Yes,125010.177320765,211.88797714301347,A,10,21.66760363341146
3005,64,Other,Urban,Mobile,Digital,7.240334894690264,1,No,75734.3309854036,718.9515825494448,A,19,58.22083488762583
3006,51,Female,Suburban,Mobile,Social Media,7.0595024380598055,0,No,84826.12930431246,187.5556394690115,D,5,3.0378626724810953
3007,18,Other,Rural,Tablet,TV,1.3607111704788588,0,No,68112.90449587109,600.5846235203505,C,7,84.15511722360226
3008,64,Female,Suburban,Tablet,TV,0.48935698562926233,2,No,31796.409159266346,907.3393178085485,A,3,44.30023132800551
3009,65,Other,Suburban,Tablet,TV,8.399631735950251,0,No,148706.5832069432,248.50649316617847,C,8,47.72782561931086
3010,64,Female,Rural,Desktop,TV,4.903200378378841,2,No,31247.66384223626,613.8667404142905,C,9,8.463287824483057
3011,40,Female,Rural,Mobile,Digital,8.100855316765788,4,Yes,30850.732179002,841.926924282731,D,18,15.521890964066598
3012,20,Female,Rural,Tablet,Streaming,2.97065247662215,0,No,35553.09014988038,293.74243470934914,C,7,37.645393103156124
3013,42,Other,Rural,Tablet,Digital,8.618319712824487,1,No,55992.91428882008,116.97783281423528,A,6,87.68141428606484
3014,22,Other,Urban,Tablet,Digital,8.308204848763497,1,No,90859.50119182258,119.24985006098571,C,5,14.011617401636878
3015,58,Female,Suburban,Mobile,Digital,3.8167142766069198,4,No,120669.26871007512,320.4907034503441,A,2,35.296740807519086
3016,48,Other,Suburban,Mobile,Digital,4.116980617362219,3,No,119290.05596799836,744.4407937305767,B,1,86.50316647285095
3017,40,Male,Suburban,Desktop,Social Media,3.5089239945147344,3,No,85257.471121253,405.25934723426064,A,5,76.09238757788002
3018,53,Female,Rural,Desktop,TV,0.3482257321405491,0,No,129947.19373961979,531.4142118450371,D,3,35.59346155279115
3019,38,Female,Suburban,Mobile,Streaming,6.876605912277295,2,Yes,22741.631747433847,152.00797341608563,C,2,9.73601604894483
3020,37,Male,Urban,Desktop,Streaming,2.727325492544831,2,No,25231.317098573258,893.3332266402815,C,2,55.830618042637525
3021,53,Other,Suburban,Tablet,Streaming,8.840137423625062,2,No,103957.95084583924,468.94505588517234,B,19,24.841168088627043
3022,41,Other,Suburban,Desktop,Digital,8.97377147621526,4,No,80432.38945616793,809.2736171947425,B,3,59.333569654784256
